15122 , True , 3098
36353 , False , 3275
25130 , True , 3181
25719 , False , 3186
11964 , True , 3072
18730 , False , 3128
11271 , False , 3066
21174 , True , 3149
30383 , False , 3225
28449 , True , 3209
34085 , True , 3256
22789 , False , 3162
38749 , True , 3295
44122 , True , 3340
20776 , False , 3145
14209 , False , 3090
19693 , False , 3136
64181 , False , 3507
36170 , True , 3273
3184 , True , 2999
442250 , False , 6657
24875 , False , 3179
24310 , True , 3175
6591 , True , 3027
35971 , True , 3272
7514 , False , 3035
12410 , True , 3075
51915 , False , 3405
34626 , True , 3261
18913 , True , 3130
12235 , False , 3074
18857 , True , 3129
24119 , True , 3173
15785 , True , 3104
18650 , True , 3127
14455 , True , 3093
52854 , True , 3413
21818 , False , 3154
12561 , False , 3077
11263 , True , 3066
20680 , True , 3144
6862 , True , 3029
53221 , True , 3416
25950 , False , 3188
27191 , True , 3199
17512 , True , 3118
55354 , False , 3433
18794 , True , 3129
41543 , True , 3318
15482 , True , 3101
39800 , False , 3304
50657 , False , 3394
18682 , True , 3128
14909 , True , 3096
20680 , True , 3144
17528 , False , 3118
16175 , False , 3107
17042 , False , 3114
17512 , True , 3118
15793 , True , 3104
29038 , True , 3214
70072 , False , 3556
8923 , False , 3046
81686 , True , 3653
12410 , False , 3075
49742 , False , 3387
22360 , False , 3158
32517 , True , 3243
29142 , True , 3215
35860 , True , 3271
23386 , False , 3167
30359 , False , 3225
18905 , True , 3130
20043 , True , 3139
21373 , True , 3150
12211 , False , 3074
11638 , True , 3069
23880 , True , 3171
17592 , False , 3119
14997 , True , 3097
17122 , False , 3115
32198 , True , 3240
7410022 , False , 64722
20274 , False , 3141
18411 , True , 3125
23617 , True , 3169
9990 , True , 3055
156812 , False , 4279
7960 , True , 3038
13556 , False , 3085
20521 , True , 3143
14607 , True , 3094
9592 , True , 3052
59875 , False , 3471
35820 , False , 3271
35032 , True , 3264
15363 , True , 3100
11892 , True , 3071
30081 , True , 3223
11645 , True , 3069
14686 , False , 3094
0 , True , 2972
31625 , True , 3236
10792 , True , 3062
26061 , False , 3189
22399 , True , 3159
15769 , False , 3103
80675 , False , 3644
18045 , True , 3122
21763 , True , 3153
21986 , False , 3155
17194 , False , 3115
19550 , False , 3135
10977 , False , 3064
18706 , False , 3128
15920 , True , 3105
87609 , False , 3702
20202 , True , 3140
19104 , False , 3131
10197 , False , 3057
16222 , False , 3107
41392 , True , 3317
12712 , False , 3078
19303 , True , 3133
13675 , True , 3086
1794520 , False , 17926
17090 , False , 3114
25854 , False , 3188
27542 , True , 3202
615119 , False , 8098
8517 , False , 3043
26523 , True , 3193
15641 , True , 3102
17743 , True , 3120
26244 , True , 3191
14076 , False , 3089
19215 , True , 3132
5683 , True , 3019
20195 , False , 3140
14097 , True , 3090
39450 , False , 3301
24358 , False , 3175
166924 , True , 4363
22821 , True , 3162
11351 , True , 3067
30129 , True , 3223
19733 , True , 3137
34109 , True , 3256
12075 , True , 3073
24190 , False , 3174
22280 , True , 3158
52035 , False , 3406
151741 , False , 4237
26459 , False , 3193
44974 , False , 3347
26937 , True , 3197
94406 , True , 3759
14734 , True , 3095
28369 , True , 3208
13922 , True , 3088
16907 , True , 3113
13930 , True , 3088
31760 , True , 3237
24596 , True , 3177
39012 , True , 3297
40190 , False , 3307
22614 , True , 3161
15928 , False , 3105
10340 , False , 3058
18786 , False , 3129
11701 , False , 3070
19566 , True , 3135
26077 , True , 3189
27924 , True , 3205
18284 , True , 3124
19096 , True , 3131
18969 , False , 3130
39498 , False , 3301
2468 , True , 2993
24580 , False , 3177
21341 , True , 3150
94406 , True , 3759
33535 , True , 3252
33456 , True , 3251
10499 , True , 3060
28417 , False , 3209
18913 , True , 3130
20131 , False , 3140
12465 , True , 3076
22813 , True , 3162
3133 , True , 2998
53467 , True , 3418
20752 , True , 3145
12139 , False , 3073
8541 , False , 3043
26372 , True , 3192
18953 , False , 3130
16819 , False , 3112
23665 , True , 3169
22702 , False , 3161
21731 , True , 3153
40142 , True , 3307
9950 , True , 3055
23124 , True , 3165
19024 , False , 3131
18690 , True , 3128
